"external_ref","source","is_chargeback","status"
-cZm8X0qUnHlT3o1hz-KQ,GLOBALPAY,false,true
-ejriPePG5qgW5Aaf9b8j,GLOBALPAY,false,true
-f_Q-ywUSivQhVI9P1dZK,GLOBALPAY,false,true
-F1ZkBfwjZDiMwDiebH5T,GLOBALPAY,false,true
-fC-keY_-SNFcIhbIfWog,GLOBALPAY,false,true
-GH6L8vt-cMRi8lsIGkzG,GLOBALPAY,false,true
-gkIKE5lv6w30S9O7zwb-,GLOBALPAY,false,true
-go2LQpdpOdeqFHPXt32b,GLOBALPAY,false,true
-GoIBqg6LKkh699AqFCKv,GLOBALPAY,false,true
-goKH_yYqHW_IXuhjPCTS,GLOBALPAY,false,true
-hcpH0psvNmsT-YmYi-G2,GLOBALPAY,false,true
-Hdhu0pXLcEjKsYAZ-ka2,GLOBALPAY,false,true
-IB-2DhvhyegG9qK-kdbg,GLOBALPAY,false,true
-J8TjjfWQyK6PPT7hXFIZ,GLOBALPAY,false,true
-KPx85f_KfPwK_7BPojLP,GLOBALPAY,false,true
-L_v2TbNV1wt2E6Goqv0E,GLOBALPAY,false,true
-LdDeNmhzJoNyRU2WvoqD,GLOBALPAY,false,true
-lDOuLvBBEOE7lv_6c1Vk,GLOBALPAY,false,true
-lhFXrJIeEKIgDH601hPu,GLOBALPAY,false,true
-lHUhU60qV70Xzn7njZXY,GLOBALPAY,false,true
-LKrBnGzhONzta0k3SjBb,GLOBALPAY,false,true
-Lm6OGjiZTdvVAhM70Ekr,GLOBALPAY,false,true
-LREGMKC-exRPP4Ra0wW2,GLOBALPAY,false,true
-LxD1Wurq_pvBdHsYZKkf,GLOBALPAY,false,true
-MC29RRx4v2dgEdfWuJX-,GLOBALPAY,false,true
-Mewuj0AyGrVVy5knIPko,GLOBALPAY,false,true
-Mfztu50U-PTYUR3a2cdT,GLOBALPAY,false,true
-Mv_rwN74YmT0cQKXZMQe,GLOBALPAY,false,true
-N02Sx3gM76RBRqzQH09r,GLOBALPAY,false,true
-n49dT3KPaI9KrEpBUNQm,GLOBALPAY,false,true
-NUPzgP6BMQhtEKYIs_Wu,GLOBALPAY,false,true
-NWWJ-8mzEF0wSq73_I2U,GLOBALPAY,false,true
-oHpjlSw-uwPj7wG9yRuL,GLOBALPAY,false,true
-oNbXTjzWvN778JDaBN83,GLOBALPAY,false,true
-OoOZ8-IqSEeIWc55T0y5,GLOBALPAY,false,true
-P5taGRAXn570cwYBIsxv,GLOBALPAY,false,true
-PDHWl1VkESnDNHSe1AEU,GLOBALPAY,false,true
-peBAJ4yZBqkcIQXpx3vl,GLOBALPAY,false,true
-pIWynWAkVFq-Q1oS7MYZ,GLOBALPAY,false,true
-pJYAP-hMoi-jJMS6BFl3,GLOBALPAY,false,true
-PjzYyxM6m_W9M-sDpXzA,GLOBALPAY,false,true
-pLIGhbGTRwdxRrkt_R1z,GLOBALPAY,false,true
-q-pVerIzrsWXj2QCRU67,GLOBALPAY,false,true
-qvhxNHavYH7SYYvw4Zgg,GLOBALPAY,false,true
-R7eqYpo8UpQnTy6F-Mn5,GLOBALPAY,false,true
-R9COe0gGXhjZUe4F_KqI,GLOBALPAY,false,true
-rBq2xTDI4sIEtAfdzLQ_,GLOBALPAY,false,true
-RGRebNGQz95jjMa3Mmhz,GLOBALPAY,false,true
-RjJM6Njg_RtFKn7TvhEP,GLOBALPAY,false,true
-SuM7MiB7AKLS5pAOffy_,GLOBALPAY,false,true
-T5f3fRxO2-RTAYnefufF,GLOBALPAY,false,true
-TcMUUOzH-voTZQPhl8aI,GLOBALPAY,false,true
-TE1e5Ut7ZGv7PJSOAh6Z,GLOBALPAY,false,true
-tntAR6S7OUrvyRC2AQyM,GLOBALPAY,false,true
-tQVVVTZlJ4gNLcXqrllf,GLOBALPAY,false,true
-UENaBTMMiElsZ1AMeCYn,GLOBALPAY,false,true
-uPSfEQALltBqH7_VOBFm,GLOBALPAY,false,true
-VGNjsiOILM_VJJvjV3MZ,GLOBALPAY,false,true
-vyXlNzVv_dJlwmyJ9lp_,GLOBALPAY,false,true
-W-bjds7spZvwioN4nCip,GLOBALPAY,false,true
-wkz_Eyg0CSmcRKV2lnB-,GLOBALPAY,false,true
-x5NGLZTK97FTAQ5jbhqz,GLOBALPAY,false,true
-xP-rCozl6UYdYWn7P9uy,GLOBALPAY,false,true
-yqbz7Jygl63GQmums1DT,GLOBALPAY,false,true
-YSAIKXqV_HwjUsRTImBl,GLOBALPAY,false,true
-zHxptYTBNscRL0E1RuGe,GLOBALPAY,false,true
-ZS3IZuxiqF20z7QMFb6_,GLOBALPAY,false,true
-ZzOcGHiTkYEgMAinzJg6,GLOBALPAY,false,true
"0-xTc97W82A8BHAdJmDE4",GLOBALPAY,false,true
"00-DS-592C056YVEdUEl2",GLOBALPAY,false,true
"00rarvzstjRWyaBSrOLGr",GLOBALPAY,false,true
"00V9HB5nUOK-9KtshM8zZ",GLOBALPAY,false,true
"016urHipGp8r20V6umxYN",GLOBALPAY,false,true
"01bKE7vYG_BccoEAGgZxk",GLOBALPAY,false,true
"01F1FYczeo25i51I1fyE1",GLOBALPAY,false,true
"02jLAEz2L_-Ki3V9oYvqL",GLOBALPAY,false,true
"03kOQ3oboSydyDUL6xgm-",GLOBALPAY,false,true
"05aU9Ai2EnALrW0pPhvEz",GLOBALPAY,false,true
"06sB4Wy3zwum1UtSFTe6E",GLOBALPAY,false,true
"06sKq-UlnWK1vzDvny0HN",GLOBALPAY,false,true
"06URPgorAfHAjitpcfrWt",GLOBALPAY,false,true
"07WK1oB4tAeotUInBKMLU",GLOBALPAY,false,true
"08jkV0hZHzwERTeX7DJV3",GLOBALPAY,false,true
"08Nj4gySjvC4mudCkBSOn",GLOBALPAY,false,true
"08WcUI_Zbg6guV4p47Ko_",GLOBALPAY,false,true
"08XOZhz8-YCLCplrkDDYl",GLOBALPAY,false,true
"09CFgUBm2U-pb4PIMQaYg",GLOBALPAY,false,true
"09Yj9EMnP82q5mWZ7LS65",GLOBALPAY,false,true
"0APBYwmbmfcWdWcdQyuAm",GLOBALPAY,false,true
"0B6bBqrqVtLa6EiHJZSEH",GLOBALPAY,false,true
"0dUNELGSNK1xLXsgyNeYg",GLOBALPAY,false,true
"0eIspuS6dCnOs6wOftzDW",GLOBALPAY,false,true
"0ElbJHHFPiQ_T7A2tsp0t",GLOBALPAY,false,true
"0eo2t45TmfYD_7VAKAf5M",GLOBALPAY,false,true
"0EsjQ1PcvAdohhhzttoQ1",GLOBALPAY,false,true
"0eTdmWMC_tNP8Y7cErz2Q",GLOBALPAY,false,true
"0FLAjCJ0273fdII9Aln05",GLOBALPAY,false,true
"0FmPhsUKTGopkpEZ0H3yg",GLOBALPAY,false,true
"0frHKbbjOeF79yH02VLBP",GLOBALPAY,false,true
"0g4uf2Zw_-ky3RlrbQUja",GLOBALPAY,false,true
"0h-AG5-ssMSq2fdwgMs-s",GLOBALPAY,false,true
"0HakcjzvBLZR3kgDdwRmU",GLOBALPAY,false,true
"0hnGL4cZYCiOxR1n3oi0B",GLOBALPAY,false,true
"0hoAKts4R1zI9x4Va7HAt",GLOBALPAY,false,true
"0hra2QlyUfc4Tm_L-CUk-",GLOBALPAY,false,true
"0iB_FqE3Xgze7e4z4nRRG",GLOBALPAY,false,true
"0jofeaH-PjyqxAjF5GyN0",GLOBALPAY,false,true
"0jVI8LWB4hwqAU1x190by",GLOBALPAY,false,true
"0jwrQowirJ7SeGWDwFTZb",GLOBALPAY,false,true
"0kVI8_OZCcn1NxjjIO8pz",GLOBALPAY,false,true
"0KX_FxMJ6yqaEFLet6kD_",GLOBALPAY,false,true
"0LeE5_uJ3NLs_R_TnZ5-N",GLOBALPAY,false,true
"0Lqio8CVTKpNcXNPIeHcJ",GLOBALPAY,false,true
"0lQtEOcMCUWYMC3HFOGB4",GLOBALPAY,false,true
"0mk1N2yi9dT7UtprCFseM",GLOBALPAY,false,true
"0NXrQAGkzfxfNN-a4NGmP",GLOBALPAY,false,true
"0NyWNkZoaHl6SEpKt9QYA",GLOBALPAY,false,true
"0PfecatB3gMUp2rto0yy_",GLOBALPAY,false,true
"0PWbI0wAPots8EBDZ0GUq",GLOBALPAY,false,true
"0PwZsAy2DXjAug9lcWqxd",GLOBALPAY,false,true
"0q1-06iDx40X9YHE4E5nj",GLOBALPAY,false,true
"0q3hZWoPLVUb9pPRnhyzS",GLOBALPAY,false,true
"0QoTMRKiYtg0LT-MWjOpX",GLOBALPAY,false,true
"0rdQ663QPXeJqShb73MpL",GLOBALPAY,false,true
"0REJ8i5jKh4zmNY3PwR8f",GLOBALPAY,false,true
"0rti04hGP8pFXaSfc5zwI",GLOBALPAY,false,true
"0S-og5tl4DLK_DZLMRZ8i",GLOBALPAY,false,true
"0sGGJa6xNPm6JHkyqg4V9",GLOBALPAY,false,true
"0ShfpXEUV3dU30dJ5JqB4",GLOBALPAY,false,true
"0SL2dnO9BleU0_feTNNiD",GLOBALPAY,false,true
"0sl4BkK-BnB6cjIM-AVWx",GLOBALPAY,false,true
"0SXQd1kZjfTVl87HvY60y",GLOBALPAY,false,true
"0szbOp1_O5_cbd0gDcI-j",GLOBALPAY,false,true
"0t0nQq3gwFtrxMVKve3_U",GLOBALPAY,false,true
"0TS3WVnEVQOGgXq4u5JEO",GLOBALPAY,false,true
"0tT1tmp3FRp2Hxdu-Eply",GLOBALPAY,false,true
"0U3zTaOM9h1jztFu9-zA-",GLOBALPAY,false,true
"0UbBF6qN5jQgigrrzWaDH",GLOBALPAY,false,true
"0urkiq0-_XI8UjfsWQC61",GLOBALPAY,false,true
"0uwOw34UuvSJ0qTaaVq2y",GLOBALPAY,false,true
"0v05CetmFQLf0Pz-XaBjn",GLOBALPAY,false,true
"0VdwGKj6VN0BjHOoJrsgj",GLOBALPAY,false,true
"0VSTuoGc7RyVL0ToBnuit",GLOBALPAY,false,true
"0vT230azSuzWnM-hWLBlt",GLOBALPAY,false,true
"0Vzf4l8f4HwIUoHPWTgEG",GLOBALPAY,false,true
"0XANiyK_GtNWEPnhezu0y",GLOBALPAY,false,true
"0XeT8CZ87L_V63EZV2kdr",GLOBALPAY,false,true
"0XlfIJzadapb0H4TLuJQl",GLOBALPAY,false,true
"0Y600DnV_we9pWTQmCSMe",GLOBALPAY,false,true
"0yd1kTQLnI3vS6fJJu8EI",GLOBALPAY,false,true
"0Yxmr9E6653O2AB4QO4xm",GLOBALPAY,false,true
"0zB-tXAEvsj6lfPlF_jVk",GLOBALPAY,false,true
"0zMNqSmmRugbXPu2ap2YW",GLOBALPAY,false,true
"0zQ4KFlyyvRzpUfaZJ8B6",GLOBALPAY,false,true
"1_8eKFJfFkBn84k2MLtko",GLOBALPAY,false,true
"1_lTgQSmejXuDvhovsxTc",GLOBALPAY,false,true
"1_ur2izLBQRfq4oiV9PIB",GLOBALPAY,false,true
"1-_JjFMwp2nvXIYyMxez8",GLOBALPAY,false,true
"10pu1t2K5-XXZux28U1jG",GLOBALPAY,false,true
"1122Uvzad99Npy5ptOf1r",GLOBALPAY,false,true
"1169rrcmWu1PKsmrIxXQE",GLOBALPAY,false,true
"11ubQ6-uZvMfvLiWN0H_C",GLOBALPAY,false,true
"12DE4LxMo2qGtphP926C5",GLOBALPAY,false,true
"13epw_wCLkPDcRriPN11g",GLOBALPAY,false,true
"14jG1AkdoxyRslatBLrTS",GLOBALPAY,false,true
"14sdCx-49aKA30bV_9WK3",GLOBALPAY,false,true
"16mOhQ5EFfvgkfoTGUjzj",GLOBALPAY,false,true
"17FXvrtZCLFCJnpMEt3WW",GLOBALPAY,false,true
"19c1STbuG79r7Azs04RJY",GLOBALPAY,false,true
"19lw08qxYv9IDhGLdLqTo",GLOBALPAY,false,true
"1a0ldmg5qdxwRguVL6ahb",GLOBALPAY,false,true
"1AFPizzNT7syrJJEZs3s9",GLOBALPAY,false,true
"1aqnGLqcS_uRXnYrj9cPK",GLOBALPAY,false,true
"1Aqx8CSYzJHYFXgGt1HuW",GLOBALPAY,false,true
"1ARrHZdDdJ0OH0lUkGZL_",GLOBALPAY,false,true
"1avdjG0aMo4enPGS2iStn",GLOBALPAY,false,true
"1aw90LyfcUt7OmHVL1LS7",GLOBALPAY,false,true
"1BXCOig2cwOao0VgmPUnb",GLOBALPAY,false,true
"1cig2wRt3yHMFMhVqvOre",GLOBALPAY,false,true
"1CNPRMUvoN5wHEqpdGeub",GLOBALPAY,false,true
"1CZr9dqWU2IZ2m4xvJipg",GLOBALPAY,false,true
"1dctW5m7yU8w03RQBLL9V",GLOBALPAY,false,true
"1deaqHrE80NoJabKr4QI5",GLOBALPAY,false,true
"1dN7-m5c1IGjdtE3lVgnN",GLOBALPAY,false,true
"1DZ5oHeyjDDqDBvS8Yyf7",GLOBALPAY,false,true
"1EkyZmOi0DNPeSmU9jaUD",GLOBALPAY,false,true
"1es2g5NFiXbVwstUOa-Vi",GLOBALPAY,false,true
"1g2GpylCkuB04H8XLjR7C",GLOBALPAY,false,true
"1GS5BDKBnauCt-3nHPs6x",GLOBALPAY,false,true
"1h3IUX5e5cq7VD91Tpfjx",GLOBALPAY,false,true
"1h8es57V5-fZcLq2AY_hl",GLOBALPAY,false,true
"1hpKxWbjt07UiNMw_RBvr",GLOBALPAY,false,true
"1JAA3i1OB-wKhLiCnhs8o",GLOBALPAY,false,true
"1KhszaiT6RuUTTSusoSsi",GLOBALPAY,false,true
"1KOkUP9qaoNx2MYyZUCVk",GLOBALPAY,false,true
"1KXHzH7_9OJpTwiHkp-ny",GLOBALPAY,false,true
"1ld_vshleiyZlUnanUQuc",GLOBALPAY,false,true
"1lDySXHOmVYp4U9X4KFkC",GLOBALPAY,false,true
"1mbSCWnHYwn4lpnn0NkOE",GLOBALPAY,false,true
"1MgvvYlAAnxIZEowGufCM",GLOBALPAY,false,true
"1mmRVVWK5LII602SEVuMG",GLOBALPAY,false,true
"1n7vEIcwOCC7iTgIUa9lm",GLOBALPAY,false,true
"1Nm5tWXciOdSkLpq2pp-6",GLOBALPAY,false,true
"1OXnYtx_fDeNjLC_9P_y-",GLOBALPAY,false,true
"1p8hWZZwVlsCCCc5yGm4F",GLOBALPAY,false,true
"1R-rxSSdO1QQRHZl6Cl_H",GLOBALPAY,false,true
"1Rad74GnK_ADaI90lNwH7",GLOBALPAY,false,true
"1rj7Gm3fsM4ZVGsisgcNb",GLOBALPAY,false,true
"1SNij7EDXLI1zPQcx_AoG",GLOBALPAY,false,true
"1sQOLeS9sKcLG-6P9uBPf",GLOBALPAY,false,true
"1sWM_oxF9vvCo_1AY9zcN",GLOBALPAY,false,true
"1TccjvYLPew9v7htjOjMH",GLOBALPAY,false,true
"1TExkp7dCP29-KgEOtxbU",GLOBALPAY,false,true
"1u6-OTHIZkeudvF9mKFtc",GLOBALPAY,false,true
"1Ua7qOA8RIHRrwCCR2T3q",GLOBALPAY,false,true
"1UCyfXClr8mD-b1SNgYtE",GLOBALPAY,false,true
"1umbvPikGov7Q3ll_dyKy",GLOBALPAY,false,true
"1V131oKuwyFesJCtgTqKO",GLOBALPAY,false,true
"1VWQLJIDPTRyCqvDbQNnb",GLOBALPAY,false,true
"1Vza8VCl9p7gbOjvvuyth",GLOBALPAY,false,true
"1w3U-h8wedCMvVtZMB-R6",GLOBALPAY,false,true
"1W5enzhp8Q_YbxfjdQCM0",GLOBALPAY,false,true
"1Wkn-cS34rLBuISOxKx_C",GLOBALPAY,false,true
"1WnZ2SKBBJQCKya4FFnO_",GLOBALPAY,false,true
"1XCux7pK23i40IG9hj83Q",GLOBALPAY,false,true
"1xgN-ID8r1JmAxQ36Iwy-",GLOBALPAY,false,true
"1XKaYKNAdEkuRKvKWEcAg",GLOBALPAY,false,true
"1XrNpFUp4rqrzs9AnE_Ii",GLOBALPAY,false,true
"1Xs_bYTuH-3FtAvUDHfxK",GLOBALPAY,false,true
"1xWEgottJ7Ww3l8gQ-rME",GLOBALPAY,false,true
"1XzPhy2qySqEHb9b4mZp7",GLOBALPAY,false,true
"1ymPKTIQjJPWTFr5z9NPQ",GLOBALPAY,false,true
"1yyS7MzLtO7iKMTTPSxfJ",GLOBALPAY,false,true
"1z-4wjNFSyEQN6HirtSDF",GLOBALPAY,false,true
"1zphS0EtJR3y6SdTqsyVA",GLOBALPAY,false,true
"2-jirxWSK5vnx9TKe8oGz",GLOBALPAY,false,true
"20Cq4uEQOpZPSz_bO95GA",GLOBALPAY,false,true
"21rGTTPfDPB8fluSs4CUC",GLOBALPAY,false,true
"22fT8QglaSLL5gwu10_CO",GLOBALPAY,false,true
"23bUVeJflM7gFw7VtBbTX",GLOBALPAY,false,true
"23pkyyPdkOfsDTzFVCvAA",GLOBALPAY,false,true
"249oUShwGulqnlzw_zEFc",GLOBALPAY,false,true
"24LJFfHP8W43zVSstUSo2",GLOBALPAY,false,true
"24rdtxrT7wWbxg5eNZMGb",GLOBALPAY,false,true
"25lTtf6u8pmMtMwg5hAwT",GLOBALPAY,false,true
"25ze_zb3IEGI-wz3HrlbJ",GLOBALPAY,false,true
"26j58zxdqAWiSqXWuDor4",GLOBALPAY,false,true
"28Wbzj7bSNbUTLzRHA5oI",GLOBALPAY,false,true
"291YSVbBnp09nwaPakIsI",GLOBALPAY,false,true
"29cXmxF-NZuxzfj5HPfs-",GLOBALPAY,false,true
"2aAwv7wmITY8sRu9cplYU",GLOBALPAY,false,true
"2Ay_AFEaEW28I_9O01QY5",GLOBALPAY,false,true
"2bGDG02ZjFBB7z9qYLU9l",GLOBALPAY,false,true
"2bjz1yI33dMeMaWR0yFEU",GLOBALPAY,false,true
"2cmWmJ2jqcnUWFH-lVuJc",GLOBALPAY,false,true
"2famM3j385A2dCpk2CbBP",GLOBALPAY,false,true
"2FXF_y6iP_7ieYIbRP9E8",GLOBALPAY,false,true
"2hdyxVAmCV6YziUnuXzwb",GLOBALPAY,false,true
"2Hp-GDUtw7J4BTq1PQhef",GLOBALPAY,false,true
"2hRjVKZbzhodI6K3kxULt",GLOBALPAY,false,true
"2jHZe-PVVcigG42YHOab1",GLOBALPAY,false,true
"2jrsBtyePhk6e0oAuMftQ",GLOBALPAY,false,true
"2KGA3RTXLhAJ5HLbNkUiP",GLOBALPAY,false,true
"2lA81nRyvCLHW_9zC6Ayx",GLOBALPAY,false,true
"2mheA7Wir9P8hzvc-Eig5",GLOBALPAY,false,true
"2mQ-jymRew5jyyYoeKVpK",GLOBALPAY,false,true
"2neOAiDPU0yOXcjPIFKkh",GLOBALPAY,false,true
"2ng2j1nUkUkDXtVUaz4RY",GLOBALPAY,false,true
"2nNooH7V8PxYu7Y7Jlos2",GLOBALPAY,false,true
"2NobsoEAuyFH4m83HMEeQ",GLOBALPAY,false,true
"2NxjE6Gk6JPuHk8n_8DZt",GLOBALPAY,false,true
"2o4lne6hCQGFlzxN0CV73",GLOBALPAY,false,true
"2o81Mek4ChJPh7MwFGZ3-",GLOBALPAY,false,true
"2Odi68cbKQeQIh_Zb57Tv",GLOBALPAY,false,true
"2OOQktXpcjyyeG4gUiSwH",GLOBALPAY,false,true
"2orMb2AqFBKz3RQ6HRrqg",GLOBALPAY,false,true
"2orxD_61tsv6KpgIjAisM",GLOBALPAY,false,true
"2OtApRB5oKeuz0Th0xkgk",GLOBALPAY,false,true
"2peBH9GFn1S4nE5Kqbq_P",GLOBALPAY,false,true
"2pfuSH-PO_uFyqDxrTej5",GLOBALPAY,false,true
"2PI1pxBheMfCPubKk7xrr",GLOBALPAY,false,true
"2PTrNJKhyOV_xh-fUlJ02",GLOBALPAY,false,true
"2REw0n5h_-hXbJb37zRwE",GLOBALPAY,false,true
"2RI5yRBYrucDmNiMn75Is",GLOBALPAY,false,true
"2Rinq9v7s5WObINUaaThv",GLOBALPAY,false,true
"2rQcVuYdSskgFBmRjlPdI",GLOBALPAY,false,true
"2rx0b6tahsjx9-hib-5td",GLOBALPAY,false,true
"2saZEoTqoXbk--gmTdikB",GLOBALPAY,false,true
"2SCmkoOZR59iM1Yn7VWVw",GLOBALPAY,false,true
